id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time,title_en,tag1_en,tag2_en,tag3_en,difficulty_en,budget_en
106,Boudins blancs aux pommes,https://www.marmiton.org/recettes/recette_boudins-blancs-aux-pommes_15610.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,10,25,White pudding with apples,main course,meat,meat in sauce,very easy,cheap
107,Spaghetti au pesto maison,https://www.marmiton.org/recettes/recette_spaghetti-au-pesto-maison_27844.aspx,5,plat principal,"pâtes, riz, semoule",spaghetti,,,facile,moyen,4,20,10,30,Spaghetti with homemade pesto,main course,"pasta, rice, semolina",spaghetti,easy,AVERAGE
108,Saucisses aux lentilles,https://www.marmiton.org/recettes/recette_saucisses-aux-lentilles_22979.aspx,4.7,plat principal,plat unique,saucisse lentilles,,,facile,bon marché,4,10,45,55,Sausages with lentils,main course,single dish,sausage lentils,easy,cheap
109,Courge spaghetti à la crème et aux lardons,https://www.marmiton.org/recettes/recette_courge-spaghetti-a-la-carbonara_64056.aspx,4.8,plat principal,plat unique,légumes farcis,,,très facile,bon marché,4,10,40,50,Spaghetti squash with cream and bacon,main course,single dish,stuffed vegetables,very easy,cheap
110,Steak de thon poêlé,https://www.marmiton.org/recettes/recette_steak-de-thon-poele_344161.aspx,4.9,plat principal,viande,viande rôtie,,,facile,bon marché,4,10,7,17,Pan-fried tuna steak,main course,meat,roast meat,easy,cheap
111,Boulettes de kefta à la marocaine,https://www.marmiton.org/recettes/recette_boulettes-de-kefta-a-la-marocaine_17570.aspx,4.7,plat principal,viande,boulettes de viande,,,très facile,bon marché,4,20,40,60,Moroccan Kefta Meatballs,main course,meat,meatballs,very easy,cheap
112,Seiches en persillade,https://www.marmiton.org/recettes/recette_seiches-en-persillade_38844.aspx,4.5,plat principal,fruits de mer,"calamar, poulpe",,,très facile,bon marché,4,5,15,20,Cuttlefish with parsley,main course,seafood,"squid, octopus",very easy,cheap
113,Lasagnes à la bolognaise très facile,https://www.marmiton.org/recettes/recette_lasagnes-a-la-bolognaise-tres-facile_70480.aspx,4.7,plat principal,"pâtes, riz, semoule",lasagne,,,très facile,bon marché,4,20,45,65,Very easy lasagna bolognese,main course,"pasta, rice, semolina",lasagna,very easy,cheap
114,Mac and cheese super rapide,https://www.marmiton.org/recettes/recette_mac-and-cheese-super-rapide_528915.aspx,3.9,plat principal,"pâtes, riz, semoule",macaronis,,,très facile,bon marché,4,5,15,20,Super quick mac and cheese,main course,"pasta, rice, semolina",macaroni,very easy,cheap
115,Amour de saumon en papillote,https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx,4.7,plat principal,poisson,poisson en papillote,,,très facile,moyen,4,25,25,50,Love of salmon in foil,main course,fish,fish in foil,very easy,AVERAGE
116,Welsh traditionnel à la bière brune,https://www.marmiton.org/recettes/recette_welsh-traditionnel-a-la-biere-brune_335586.aspx,4.3,plat principal,plat unique,carbonade,,,moyenne,moyen,4,25,15,40,Traditional Welsh Brown Ale,main course,single dish,carbonnade,average,AVERAGE
117,poulet à la crème et champignons,https://www.marmiton.org/recettes/recette_poulet-a-la-creme-et-champignons_72353.aspx,4.6,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,1,11,chicken with cream and mushrooms,main course,meat,meat in sauce,very easy,cheap
118,Banh bao (paté de viande vietnamien),https://www.marmiton.org/recettes/recette_banh-bao-pate-de-viande-vietnamien_61858.aspx,4.8,plat principal,plat unique,plats vietnamiens,,,moyenne,moyen,4,20,10,30,Banh bao (Vietnamese meat pie),main course,single dish,Vietnamese dishes,average,AVERAGE
119,Rôti de porc au miel et à la moutarde au Cookeo,https://www.marmiton.org/recettes/recette_roti-de-porc-cookeo_375097.aspx,4,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,40,50,Roast pork with honey and mustard in the Cookeo,main course,meat,roast meat,very easy,cheap
120,Hot dog New Yorkais,https://www.marmiton.org/recettes/recette_hot-dog-new-yorkais_47180.aspx,4.8,plat principal,viande,viande rôtie,,,très facile,bon marché,4,5,5,10,New York hot dog,main course,meat,roast meat,very easy,cheap
121,Pâtes à la courgette,https://www.marmiton.org/recettes/recette_pates-a-la-courgette_18055.aspx,4.1,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,bon marché,4,10,30,40,Zucchini Pasta,main course,"pasta, rice, semolina",other pasta,easy,cheap
122,Piperade basique,https://www.marmiton.org/recettes/recette_piperade-basique_36243.aspx,4.7,plat principal,plat unique,piperade,,,très facile,bon marché,4,20,25,45,Basic Piperade,main course,single dish,piperade,very easy,cheap
123,Rouelle de porc à l'ancienne,https://www.marmiton.org/recettes/recette_rouelle-de-porc-a-l-ancienne_19807.aspx,4.7,plat principal,viande,,,,très facile,bon marché,4,10,1,11,Old-fashioned pork loin,main course,meat,,very easy,cheap
124,hamburger maison,https://www.marmiton.org/recettes/recette_hamburger-maison_32672.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,bon marché,4,5,5,10,homemade hamburger,main course,meat,roast meat,very easy,cheap
125,Coq au vin maison,https://www.marmiton.org/recettes/recette_coq-au-vin-maison_25755.aspx,4.7,plat principal,viande,viande en sauce,,,facile,assez cher,4,30,2,32,Homemade coq au vin,main course,meat,meat in sauce,easy,quite expensive
126,Côtes de porc au curry et au miel,https://www.marmiton.org/recettes/recette_cotes-de-porc-au-curry-et-au-miel_39173.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,10,20,Pork ribs with curry and honey,main course,meat,roast meat,very easy,cheap
127,"Crêpes au Sarrasin farcies à l''oeuf, fromage et jambon",https://www.marmiton.org/recettes/recette_crepes-au-sarrasin-farcies-a-l-oeuf-fromage-et-jambon_71106.aspx,4.8,plat principal,plat unique,"galette de sarrasin, crêpe salée",,,facile,bon marché,4,5,20,25,"Buckwheat pancakes stuffed with egg, cheese and ham",main course,single dish,"buckwheat pancake, savory crepe",easy,cheap
128,Noix de Saint Jacques,https://www.marmiton.org/recettes/recette_noix-de-saint-jacques_20420.aspx,4.4,plat principal,fruits de mer,saint-jacques,,,très facile,moyen,4,0,10,10,Scallops,main course,seafood,scallops,very easy,AVERAGE
129,écrevisses à l'américaine,https://www.marmiton.org/recettes/recette_ecrevisses-a-l-americaine_164549.aspx,4.7,plat principal,fruits de mer,crustacés,,,moyenne,moyen,4,40,35,75,American style crayfish,main course,seafood,crustaceans,average,AVERAGE
130,Porc caramel,https://www.marmiton.org/recettes/recette_porc-caramel_72335.aspx,4.7,plat principal,viande,viande en sauce,,,facile,bon marché,4,10,40,50,Caramel pork,main course,meat,meat in sauce,easy,cheap
131,Blanquette de veau facile au Cookeo,https://www.marmiton.org/recettes/recette_blanquette-de-veau-facile-au-cookeo_383136.aspx,5,plat principal,viande,viande en sauce,,,très facile,moyen,4,25,45,70,Easy veal blanquette in the Cookeo,main course,meat,meat in sauce,very easy,AVERAGE
132,Dorade au four,https://www.marmiton.org/recettes/recette_dorade-au-four_339422.aspx,2.8,plat principal,poisson,poisson au four,,,facile,bon marché,4,20,25,45,Baked sea bream,main course,fish,baked fish,easy,cheap
133,Roti de Porc fondant,https://www.marmiton.org/recettes/recette_roti-de-porc-fondant_51874.aspx,4.7,plat principal,viande,viande rôtie,,,très facile,bon marché,4,15,130,145,Tender roast pork,main course,meat,roast meat,very easy,cheap
134,Burger maison,https://www.marmiton.org/recettes/recette_home-burger_93645.aspx,5,plat principal,viande,viande rôtie,,,très facile,bon marché,4,30,10,40,Homemade burger,main course,meat,roast meat,very easy,cheap
135,Joue de porc à la bière,https://www.marmiton.org/recettes/recette_joue-de-porc-a-la-biere_36896.aspx,4.9,plat principal,viande,viande en sauce,,,très facile,bon marché,4,5,220,225,Pork cheek in beer,main course,meat,meat in sauce,very easy,cheap
136,Poivrons farcis,https://www.marmiton.org/recettes/recette_poivrons-farcis_94368.aspx,4.6,plat principal,plat unique,légumes farcis,,,très facile,bon marché,4,25,1,26,Stuffed peppers,main course,single dish,stuffed vegetables,very easy,cheap
137,Carbonades flamandes traditionnelles,https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx,4.8,plat principal,plat unique,carbonade,,,très facile,bon marché,4,30,310,340,Traditional Flemish Carbonades,main course,single dish,carbonnade,very easy,cheap
138,Ris de Veau aux champignons,https://www.marmiton.org/recettes/recette_ris-de-veau-aux-champignons_32436.aspx,4.8,plat principal,viande,abats,,,moyenne,assez cher,4,3,42,45,Veal sweetbreads with mushrooms,main course,meat,offal,average,quite expensive
139,Filet mignon de porc fondant en cocotte,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-fondant-en-cocotte_63628.aspx,4.6,plat principal,viande,viande rôtie,,,facile,moyen,4,30,1,31,Tender pork tenderloin in a casserole,main course,meat,roast meat,easy,AVERAGE
140,Véritables raviolis japonais de A à Z (Gyoza),https://www.marmiton.org/recettes/recette_veritables-raviolis-japonais-de-a-a-z-gyoza_166959.aspx,4.7,plat principal,plat unique,plats japonais,,,moyenne,moyen,4,1,5,6,Real Japanese ravioli from A to Z (Gyoza),main course,single dish,Japanese dishes,average,AVERAGE
141,Poulet basquaise au Cookeo,https://www.marmiton.org/recettes/recette_poulet-basquaise_529186.aspx,0,plat principal,viande,viande en sauce,,,facile,bon marché,4,15,13,28,Basque chicken in Cookeo,main course,meat,meat in sauce,easy,cheap
142,Filet mignon en croûte,https://www.marmiton.org/recettes/recette_filet-mignon-en-croute_14407.aspx,4.8,plat principal,viande,viande rôtie,,,très facile,bon marché,4,15,45,60,Filet mignon in crust,main course,meat,roast meat,very easy,cheap
143,Tagliatelles au saumon fumé,https://www.marmiton.org/recettes/recette_tagliatelles-au-saumon-fume_29803.aspx,4.7,plat principal,"pâtes, riz, semoule",tagliatelle,,,facile,moyen,4,10,15,25,Tagliatelle with smoked salmon,main course,"pasta, rice, semolina",tagliatelle,easy,AVERAGE
144,Nuggets de poulet faciles,https://www.marmiton.org/recettes/recette_ze-nuggets-de-poulet_172370.aspx,4.7,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,10,20,Easy Chicken Nuggets,main course,meat,roast meat,very easy,cheap
145,Tête de veau à la vinaigrette,https://www.marmiton.org/recettes/recette_tete-de-veau-a-la-vinaigrette_25659.aspx,4.6,plat principal,viande,abats,,,facile,moyen,4,20,1,21,Veal's head with vinaigrette,main course,meat,offal,easy,AVERAGE
146,Barbecue coréen,https://www.marmiton.org/recettes/recette_barbecue-coreen_30497.aspx,4.9,plat principal,plat unique,plats coréens,,,moyenne,assez cher,4,45,10,55,Korean Barbecue,main course,single dish,korean dishes,average,quite expensive
147,Filet mignon de porc à la moutarde au Cookeo,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-a-la-moutarde-au-cookeo_383282.aspx,4.5,plat principal,viande,viande rôtie,,,très facile,moyen,4,10,22,32,Pork tenderloin with mustard in Cookeo,main course,meat,roast meat,very easy,AVERAGE
148,Spaghettis carbonara : la recette italienne sans crème !,https://www.marmiton.org/recettes/recette_spaghettis-carbonara-la-recette-italienne-sans-creme_382805.aspx,4.8,plat principal,"pâtes, riz, semoule",,,,très facile,bon marché,4,5,10,15,Spaghetti carbonara: the Italian recipe without cream!,main course,"pasta, rice, semolina",,very easy,cheap
149,Lasagnes au saumon et aux épinards,https://www.marmiton.org/recettes/recette_lasagnes-au-saumon-et-aux-epinards_14665.aspx,4.6,plat principal,"pâtes, riz, semoule",lasagne,,,très facile,moyen,4,15,25,40,Salmon and spinach lasagna,main course,"pasta, rice, semolina",lasagna,very easy,AVERAGE
150,Galettes bretonnes complètes,https://www.marmiton.org/recettes/recette_galettes-bretonnes-completes_20899.aspx,4.4,plat principal,plat unique,"galette de sarrasin, crêpe salée",,,facile,bon marché,4,10,5,15,Wholemeal Breton pancakes,main course,single dish,"buckwheat pancake, savory crepe",easy,cheap
151,Burritos express,https://www.marmiton.org/recettes/recette_burritos-express_49779.aspx,4.8,plat principal,plat unique,plats mexicains,,,très facile,bon marché,4,20,15,35,Express burritos,main course,single dish,mexican dishes,very easy,cheap
152,Coquilles St Jacques et leur fondue de poireaux,https://www.marmiton.org/recettes/recette_coquilles-st-jacques-et-leur-fondue-de-poireaux_166384.aspx,4.4,plat principal,fruits de mer,coquillages,,,très facile,moyen,4,15,20,35,Scallops and their leek fondue,main course,seafood,shells,very easy,AVERAGE
153,Tajine d'agneau aux pruneaux,https://www.marmiton.org/recettes/recette_tajine-d-agneau-aux-pruneaux_13086.aspx,4.7,plat principal,plat unique,tajine,,,facile,moyen,4,20,1,21,Lamb tagine with prunes,main course,single dish,tagine,easy,AVERAGE
154,Aiguillettes de poulet et crème de citron,https://www.marmiton.org/recettes/recette_aiguillettes-de-poulet-et-creme-de-citron_309903.aspx,4.9,plat principal,viande,viande en sauce,,,facile,bon marché,4,1,40,41,Chicken strips and lemon cream,main course,meat,meat in sauce,easy,cheap
155,Cassoulet à ma façon,https://www.marmiton.org/recettes/recette_cassoulet-a-ma-facon_16749.aspx,4.8,plat principal,plat unique,cassoulet,,,facile,moyen,4,1,3,4,Cassoulet my way,main course,single dish,cassoulet,easy,AVERAGE
156,Nachos au four,https://www.marmiton.org/recettes/recette_nachos-au-four_73045.aspx,4.9,plat principal,plat unique,plats mexicains,,,très facile,bon marché,4,10,20,30,Baked Nachos,main course,single dish,mexican dishes,very easy,cheap
157,Ramens au Boeuf,https://www.marmiton.org/recettes/recette_ramens-au-boeuf_218682.aspx,4.5,plat principal,plat unique,plats japonais,,,moyenne,bon marché,4,35,10,45,Beef Ramen,main course,single dish,Japanese dishes,average,cheap
158,Légumes farcis façon maman,https://www.marmiton.org/recettes/recette_legumes-farcis-facon-maman_70757.aspx,4.9,plat principal,plat unique,légumes farcis,,,facile,bon marché,4,20,50,70,Mom's Style Stuffed Vegetables,main course,single dish,stuffed vegetables,easy,cheap
159,Boulettes de viande,https://www.marmiton.org/recettes/recette_boulettes-de-viande_84872.aspx,3.8,plat principal,viande,boulettes de viande,,,facile,bon marché,4,10,15,25,Meatballs,main course,meat,meatballs,easy,cheap
160,Tajine de poulet,https://www.marmiton.org/recettes/recette_tajine-de-poulet_32866.aspx,4.7,plat principal,plat unique,tajine,,,facile,bon marché,4,30,1,31,Chicken tagine,main course,single dish,tagine,easy,cheap
161,Chapon farci de Noel,https://www.marmiton.org/recettes/recette_chapon-farci-de-noel_43584.aspx,4.8,plat principal,viande,viande rôtie,,,difficile,assez cher,4,30,208,238,Christmas stuffed capon,main course,meat,roast meat,difficult,quite expensive
162,Couscous poulet et merguez facile au Cookeo,https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile-au-cookeo_383235.aspx,4.9,plat principal,plat unique,couscous,,,très facile,bon marché,4,30,20,50,Easy chicken and merguez couscous in the Cookeo,main course,single dish,couscous,very easy,cheap
163,Les vrais quenelles natures lyonnaises,https://www.marmiton.org/recettes/recette_les-vrais-quenelles-natures-lyonnaises_46374.aspx,4.7,plat principal,plat unique,quenelles,,,facile,bon marché,4,1,40,41,The real natural quenelles from Lyon,main course,single dish,dumplings,easy,cheap
164,Aubergines farcies (aux légumes ou mixte),https://www.marmiton.org/recettes/recette_aubergines-farcies-aux-legumes-ou-mixte_17955.aspx,4.8,plat principal,plat unique,légumes farcis,,,moyenne,bon marché,4,15,40,55,Stuffed eggplants (with vegetables or mixed),main course,single dish,stuffed vegetables,average,cheap
165,Bouillabaisse comme à Marseille,https://www.marmiton.org/recettes/recette_bouillabaisse-comme-a-marseille_23522.aspx,4.1,plat principal,poisson,soupe de poisson,,,difficile,assez cher,4,2,2,4,Bouillabaisse like in Marseille,main course,fish,fish soup,difficult,quite expensive
166,Verrines avocats crevettes et fromage frais,https://www.marmiton.org/recettes/recette_verrines-avocats-crevettes-et-fromage-frais_68529.aspx,4.8,plat principal,fruits de mer,crevettes,,,facile,moyen,4,45,0,45,"Avocado, shrimp and cream cheese verrines",main course,seafood,shrimp,easy,AVERAGE
167,French Tacos,https://www.marmiton.org/recettes/recette_french-tacos_349386.aspx,4.5,plat principal,plat unique,plats mexicains,,,facile,bon marché,4,25,55,80,French Tacos,main course,single dish,mexican dishes,easy,cheap
168,Paupiettes de veau au Cookeo,https://www.marmiton.org/recettes/recette_paupiettes-de-veau-au-cookeo_383446.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,19,29,Veal paupiettes in the Cookeo,main course,meat,meat in sauce,very easy,cheap
169,Daurade au four,https://www.marmiton.org/recettes/recette_daurade-au-four_66329.aspx,4.7,plat principal,poisson,poisson au four,,,très facile,bon marché,4,45,30,75,Baked sea bream,main course,fish,baked fish,very easy,cheap
